PersonID,Latitude,Longitude,DateTime,LatitudeGrouping,LongitudeGrouping,TimeHour
214,-37.867555,144.976864,2020-04-11 9:06,-136647,522189,2020-04-11 9:00
214,-37.798343,144.960716,2020-04-11 9:37,-136118,521773,2020-04-11 9:00
214,-37.783753,144.951833,2020-04-11 10:09,-136140,521974,2020-04-11 10:00
214,-37.811778,144.98404,2020-04-11 10:40,-136022,521826,2020-04-11 10:00
214,-37.791539,144.886764,2020-04-11 11:12,-136222,521791,2020-04-11 11:00
214,-37.920419,145.123584,2020-04-11 11:43,-136132,521925,2020-04-11 11:00
215,-37.821132,144.964615,2020-04-11 8:05,-136091,521898,2020-04-11 8:00
215,-37.816634,144.993007,2020-04-11 9:11,-136022,521826,2020-04-11 9:00
215,-37.831744,144.9558,2020-04-11 10:17,-136220,521790,2020-04-11 10:00
215,-37.846138,144.991808,2020-04-11 11:23,-136647,522189,2020-04-11 11:00
215,-37.793484,144.898659,2020-04-11 12:29,-136335,521942,2020-04-11 12:00
215,-37.814413,144.979425,2020-04-11 13:35,-136022,521826,2020-04-11 13:00
215,-37.783753,144.951833,2020-04-11 14:41,-136118,521773,2020-04-11 14:00
215,-37.867555,144.976864,2020-04-11 15:47,-136190,521904,2020-04-11 15:00
215,-37.783753,144.951833,2020-04-11 16:53,-136140,521974,2020-04-11 16:00
215,-37.793484,144.898659,2020-04-11 17:59,-136230,521782,2020-04-11 17:00
216,-37.842836,144.961897,2020-04-11 7:02,-136118,521773,2020-04-11 7:00
216,-37.840041,144.936677,2020-04-11 7:05,-136225,521772,2020-04-11 7:00
216,-37.867555,144.976864,2020-04-11 7:08,-136132,521925,2020-04-11 7:00
216,-37.814413,144.979425,2020-04-11 7:11,-136247,521970,2020-04-11 7:00
216,-37.798343,144.960716,2020-04-11 7:14,-136106,521845,2020-04-11 7:00
216,-37.838711,144.94188,2020-04-11 7:17,-136190,521904,2020-04-11 7:00
216,-37.791539,144.886764,2020-04-11 7:20,-136022,521826,2020-04-11 7:00
216,-37.867555,144.976864,2020-04-11 7:23,-136157,521872,2020-04-11 7:00
216,-37.957262,145.052534,2020-04-11 7:25,-136228,521737,2020-04-11 7:00
217,-37.842836,144.961897,2020-04-11 8:25,-136190,521904,2020-04-11 8:00
217,-37.793484,144.898659,2020-04-11 9:51,-136228,521737,2020-04-11 9:00
217,-37.829811,144.973556,2020-04-11 11:16,-136222,521791,2020-04-11 11:00
217,-37.791539,144.886764,2020-04-11 12:42,-136235,521862,2020-04-11 12:00
217,-37.793484,144.898659,2020-04-11 14:08,-136324,521916,2020-04-11 14:00
218,-37.838711,144.94188,2020-04-11 8:53,-136188,521904,2020-04-11 8:00
218,-37.824406,144.989831,2020-04-11 10:45,-136050,521592,2020-04-11 10:00
218,-37.829811,144.973556,2020-04-11 12:38,-136228,521737,2020-04-11 12:00
218,-37.841619,144.939541,2020-04-11 14:31,-136225,521772,2020-04-11 14:00
218,-37.852894,144.87908,2020-04-11 16:24,-136230,521782,2020-04-11 16:00
219,-37.811778,144.98404,2020-04-11 7:43,-136195,521840,2020-04-11 7:00
219,-37.885982,145.082342,2020-04-11 8:26,-136335,521942,2020-04-11 8:00
219,-37.840885,144.926946,2020-04-11 9:09,-136022,521826,2020-04-11 9:00
219,-37.791539,144.886764,2020-04-11 9:52,-136220,521790,2020-04-11 9:00
220,-37.807062,144.957074,2020-04-11 8:48,-136050,521592,2020-04-11 8:00
220,-37.814413,144.979425,2020-04-11 10:37,-136230,521782,2020-04-11 10:00
220,-37.838711,144.94188,2020-04-11 12:26,-136057,521635,2020-04-11 12:00
220,-37.838711,144.94188,2020-04-11 14:15,-136140,521974,2020-04-11 14:00
220,-37.791539,144.886764,2020-04-11 16:04,-136195,521840,2020-04-11 16:00
221,-37.791539,144.886764,2020-04-11 7:09,-136514,522444,2020-04-11 7:00
221,-37.870704,144.983914,2020-04-11 7:19,-136140,521974,2020-04-11 7:00
221,-37.838711,144.94188,2020-04-11 7:29,-136225,521772,2020-04-11 7:00
221,-37.816634,144.993007,2020-04-11 7:39,-136140,521974,2020-04-11 7:00
222,-37.823695,144.906504,2020-04-11 8:19,-136057,521635,2020-04-11 8:00
222,-37.842836,144.961897,2020-04-11 9:39,-136057,521635,2020-04-11 9:00
222,-37.838711,144.94188,2020-04-11 10:59,-136132,521925,2020-04-11 10:00
222,-37.821132,144.964615,2020-04-11 12:19,-136208,522015,2020-04-11 12:00
222,-37.885982,145.082342,2020-04-11 13:38,-136118,521773,2020-04-11 13:00
222,-37.798343,144.960716,2020-04-11 14:58,-136190,521904,2020-04-11 14:00
222,-37.823695,144.906504,2020-04-11 16:18,-136157,521872,2020-04-11 16:00
222,-37.798343,144.960716,2020-04-11 17:38,-136195,521840,2020-04-11 17:00
223,-37.920419,145.123584,2020-04-11 8:30,-136230,521782,2020-04-11 8:00
223,-37.830296,144.973453,2020-04-11 10:00,-136647,522189,2020-04-11 10:00
223,-37.840885,144.926946,2020-04-11 11:30,-136514,522444,2020-04-11 11:00
223,-37.798343,144.960716,2020-04-11 13:01,-136208,522015,2020-04-11 13:00
223,-37.846138,144.991808,2020-04-11 14:31,-136075,521858,2020-04-11 14:00
224,-37.846138,144.991808,2020-04-11 8:12,-136168,521963,2020-04-11 8:00
224,-37.816634,144.993007,2020-04-11 9:25,-136208,522015,2020-04-11 9:00
224,-37.852894,144.87908,2020-04-11 10:38,-136022,521826,2020-04-11 10:00
224,-37.830296,144.973453,2020-04-11 11:51,-136222,521791,2020-04-11 11:00
225,-37.793484,144.898659,2020-04-11 7:34,-136118,521773,2020-04-11 7:00
225,-37.885982,145.082342,2020-04-11 8:08,-136222,521791,2020-04-11 8:00
225,-37.831744,144.9558,2020-04-11 8:42,-136324,521916,2020-04-11 8:00
225,-37.83546,145.004261,2020-04-11 9:16,-136118,521773,2020-04-11 9:00
225,-37.885982,145.082342,2020-04-11 9:50,-136228,521737,2020-04-11 9:00
225,-37.829811,144.973556,2020-04-11 10:24,-136514,522444,2020-04-11 10:00
225,-37.870704,144.983914,2020-04-11 10:58,-136166,521663,2020-04-11 10:00
225,-37.807062,144.957074,2020-04-11 11:32,-136390,522296,2020-04-11 11:00
226,-37.816634,144.993007,2020-04-11 8:46,-136057,521635,2020-04-11 8:00
226,-37.841619,144.939541,2020-04-11 10:33,-136057,521635,2020-04-11 10:00
226,-37.885982,145.082342,2020-04-11 12:19,-136271,521564,2020-04-11 12:00
226,-37.814413,144.979425,2020-04-11 14:06,-136166,521663,2020-04-11 14:00
226,-37.852894,144.87908,2020-04-11 15:53,-136168,521963,2020-04-11 15:00
226,-37.830296,144.973453,2020-04-11 17:39,-136157,521872,2020-04-11 17:00
227,-37.783753,144.951833,2020-04-11 7:22,-136075,521858,2020-04-11 7:00
227,-37.852894,144.87908,2020-04-11 7:45,-136647,522189,2020-04-11 7:00
227,-37.840885,144.926946,2020-04-11 8:07,-136228,521737,2020-04-11 8:00
227,-37.867555,144.976864,2020-04-11 8:30,-136132,521925,2020-04-11 8:00
227,-37.783753,144.951833,2020-04-11 8:53,-136166,521663,2020-04-11 8:00
227,-37.852894,144.87908,2020-04-11 9:15,-136247,521970,2020-04-11 9:00
228,-37.803018,144.971759,2020-04-11 7:09,-136225,521772,2020-04-11 7:00
228,-37.870704,144.983914,2020-04-11 7:18,-136140,521974,2020-04-11 7:00
228,-37.814413,144.979425,2020-04-11 7:28,-136140,521974,2020-04-11 7:00
228,-37.920419,145.123584,2020-04-11 7:37,-136075,521858,2020-04-11 7:00
228,-37.824406,144.989831,2020-04-11 7:47,-136132,521925,2020-04-11 7:00
228,-37.840885,144.926946,2020-04-11 7:56,-136222,521791,2020-04-11 7:00
228,-37.841619,144.939541,2020-04-11 8:06,-136106,521845,2020-04-11 8:00
228,-37.814413,144.979425,2020-04-11 8:15,-136647,522189,2020-04-11 8:00
228,-37.841619,144.939541,2020-04-11 8:25,-136335,521942,2020-04-11 8:00
228,-37.885982,145.082342,2020-04-11 8:34,-136091,521898,2020-04-11 8:00
229,-37.793484,144.898659,2020-04-11 7:28,-136106,521845,2020-04-11 7:00
229,-37.793484,144.898659,2020-04-11 7:56,-136075,521858,2020-04-11 7:00
229,-37.885982,145.082342,2020-04-11 8:24,-136390,522296,2020-04-11 8:00
229,-37.798343,144.960716,2020-04-11 8:52,-136335,521942,2020-04-11 8:00
229,-37.816634,144.993007,2020-04-11 9:20,-136230,521782,2020-04-11 9:00
230,-37.807062,144.957074,2020-04-11 8:53,-136228,521737,2020-04-11 8:00
230,-37.791539,144.886764,2020-04-11 10:47,-136208,522015,2020-04-11 10:00
230,-37.821132,144.964615,2020-04-11 12:41,-136514,522444,2020-04-11 12:00
230,-37.810351,144.93698,2020-04-11 14:35,-136190,521904,2020-04-11 14:00
230,-37.823695,144.906504,2020-04-11 16:29,-136247,521970,2020-04-11 16:00
230,-37.842836,144.961897,2020-04-11 18:23,-136235,521862,2020-04-11 18:00
231,-37.810351,144.93698,2020-04-11 15:29,-136123,521942,2020-04-11 15:00
232,-37.957262,145.052534,2020-04-11 8:48,-136050,521592,2020-04-11 8:00
232,-37.803018,144.971759,2020-04-11 10:37,-136230,521782,2020-04-11 10:00
232,-37.957262,145.052534,2020-04-11 12:26,-136057,521635,2020-04-11 12:00
233,-37.838711,144.94188,2020-04-11 7:21,-136188,521904,2020-04-11 7:00
233,-37.791539,144.886764,2020-04-11 7:43,-136166,521663,2020-04-11 7:00
233,-37.842836,144.961897,2020-04-11 8:04,-136168,521963,2020-04-11 8:00
233,-37.852894,144.87908,2020-04-11 8:26,-136166,521663,2020-04-11 8:00
233,-37.830296,144.973453,2020-04-11 8:48,-136335,521942,2020-04-11 8:00
233,-37.798343,144.960716,2020-04-11 9:09,-136168,521963,2020-04-11 9:00
233,-37.839331,144.942019,2020-04-11 9:31,-136514,522444,2020-04-11 9:00
233,-37.920419,145.123584,2020-04-11 9:53,-136022,521826,2020-04-11 9:00
233,-37.867555,144.976864,2020-04-11 10:14,-136247,521970,2020-04-11 10:00
234,-37.821132,144.964615,2020-04-11 10:28,-136324,521916,2020-04-11 10:00
234,-37.920419,145.123584,2020-04-11 13:57,-136208,522015,2020-04-11 13:00
235,-37.842836,144.961897,2020-04-11 7:41,-136235,521862,2020-04-11 7:00
235,-37.810351,144.93698,2020-04-11 8:23,-136157,521872,2020-04-11 8:00
235,-37.852894,144.87908,2020-04-11 9:05,-136157,521872,2020-04-11 9:00
235,-37.838711,144.94188,2020-04-11 9:47,-136230,521782,2020-04-11 9:00
235,-37.841619,144.939541,2020-04-11 10:29,-136118,521773,2020-04-11 10:00
236,-37.839331,144.942019,2020-04-11 7:26,-136057,521635,2020-04-11 7:00
236,-37.852894,144.87908,2020-04-11 7:52,-136157,521872,2020-04-11 7:00
237,-37.824406,144.989831,2020-04-11 7:23,-136123,521942,2020-04-11 7:00
237,-37.885982,145.082342,2020-04-11 7:46,-136228,521737,2020-04-11 7:00
237,-37.842836,144.961897,2020-04-11 8:09,-136157,521872,2020-04-11 8:00
237,-37.920419,145.123584,2020-04-11 8:33,-136324,521916,2020-04-11 8:00
237,-37.852894,144.87908,2020-04-11 8:56,-136208,522015,2020-04-11 8:00
237,-37.920419,145.123584,2020-04-11 9:19,-136050,521592,2020-04-11 9:00
237,-37.841619,144.939541,2020-04-11 9:43,-136195,521840,2020-04-11 9:00
238,-37.811778,144.98404,2020-04-11 7:20,-136220,521790,2020-04-11 7:00
238,-37.791539,144.886764,2020-04-11 7:41,-136195,521840,2020-04-11 7:00
238,-37.810351,144.93698,2020-04-11 8:02,-136647,522189,2020-04-11 8:00
238,-37.957262,145.052534,2020-04-11 8:23,-136230,521782,2020-04-11 8:00
238,-37.83546,145.004261,2020-04-11 8:44,-136514,522444,2020-04-11 8:00
239,-37.957262,145.052534,2020-04-11 8:08,-136324,521916,2020-04-11 8:00
239,-37.798343,144.960716,2020-04-11 9:17,-136188,521904,2020-04-11 9:00
239,-37.821132,144.964615,2020-04-11 10:26,-136157,521872,2020-04-11 10:00
239,-37.846138,144.991808,2020-04-11 11:35,-136057,521635,2020-04-11 11:00
239,-37.885982,145.082342,2020-04-11 12:44,-136050,521592,2020-04-11 12:00
239,-37.852894,144.87908,2020-04-11 13:53,-136168,521963,2020-04-11 13:00
239,-37.823695,144.906504,2020-04-11 15:02,-136140,521974,2020-04-11 15:00
240,-37.816634,144.993007,2020-04-11 7:57,-136390,522296,2020-04-11 7:00
240,-37.793484,144.898659,2020-04-11 8:55,-136247,521970,2020-04-11 8:00
240,-37.830296,144.973453,2020-04-11 9:52,-136050,521592,2020-04-11 9:00
240,-37.803018,144.971759,2020-04-11 10:50,-136188,521904,2020-04-11 10:00
240,-37.838711,144.94188,2020-04-11 11:47,-136123,521942,2020-04-11 11:00
240,-37.846138,144.991808,2020-04-11 12:45,-136132,521925,2020-04-11 12:00
240,-37.811778,144.98404,2020-04-11 13:42,-136190,521904,2020-04-11 13:00
240,-37.816634,144.993007,2020-04-11 14:40,-136324,521916,2020-04-11 14:00
240,-37.803018,144.971759,2020-04-11 15:37,-136195,521840,2020-04-11 15:00
240,-37.811778,144.98404,2020-04-11 16:35,-136168,521963,2020-04-11 16:00
241,-37.957262,145.052534,2020-04-11 7:05,-136514,522444,2020-04-11 7:00
241,-37.867555,144.976864,2020-04-11 7:11,-136390,522296,2020-04-11 7:00
241,-37.852894,144.87908,2020-04-11 7:17,-136647,522189,2020-04-11 7:00
241,-37.829811,144.973556,2020-04-11 7:23,-136225,521772,2020-04-11 7:00
241,-37.842836,144.961897,2020-04-11 7:28,-136195,521840,2020-04-11 7:00
241,-37.841619,144.939541,2020-04-11 7:34,-136166,521663,2020-04-11 7:00
241,-37.829811,144.973556,2020-04-11 7:40,-136075,521858,2020-04-11 7:00
241,-37.846138,144.991808,2020-04-11 7:46,-136166,521663,2020-04-11 7:00
241,-37.811778,144.98404,2020-04-11 7:51,-136168,521963,2020-04-11 7:00
242,-37.870704,144.983914,2020-04-11 8:06,-136225,521772,2020-04-11 8:00
242,-37.867555,144.976864,2020-04-11 9:13,-136220,521790,2020-04-11 9:00
242,-37.798343,144.960716,2020-04-11 10:20,-136022,521826,2020-04-11 10:00
242,-37.831744,144.9558,2020-04-11 11:27,-136168,521963,2020-04-11 11:00
242,-37.831744,144.9558,2020-04-11 12:34,-136022,521826,2020-04-11 12:00
242,-37.838711,144.94188,2020-04-11 13:40,-136324,521916,2020-04-11 13:00
242,-37.867555,144.976864,2020-04-11 14:47,-136118,521773,2020-04-11 14:00
242,-37.829811,144.973556,2020-04-11 15:54,-136195,521840,2020-04-11 15:00
243,-37.838711,144.94188,2020-04-11 16:18,-136022,521826,2020-04-11 16:00
244,-37.783753,144.951833,2020-04-11 7:48,-136075,521858,2020-04-11 7:00
244,-37.791539,144.886764,2020-04-11 8:36,-136335,521942,2020-04-11 8:00
244,-37.840041,144.936677,2020-04-11 9:25,-136220,521790,2020-04-11 9:00
245,-37.811778,144.98404,2020-04-11 8:51,-136324,521916,2020-04-11 8:00
245,-37.783753,144.951833,2020-04-11 10:42,-136220,521790,2020-04-11 10:00
245,-37.846138,144.991808,2020-04-11 12:33,-136166,521663,2020-04-11 12:00
246,-37.811778,144.98404,2020-04-11 10:48,-136166,521663,2020-04-11 10:00
246,-37.846138,144.991808,2020-04-11 14:37,-136647,522189,2020-04-11 14:00
246,-37.831744,144.9558,2020-04-11 18:25,-136222,521791,2020-04-11 18:00
247,-37.839331,144.942019,2020-04-11 8:29,-136075,521858,2020-04-11 8:00
247,-37.783753,144.951833,2020-04-11 9:58,-136140,521974,2020-04-11 9:00
247,-37.885982,145.082342,2020-04-11 11:28,-136168,521963,2020-04-11 11:00
247,-37.840885,144.926946,2020-04-11 12:57,-136118,521773,2020-04-11 12:00
247,-37.852894,144.87908,2020-04-11 14:26,-136091,521898,2020-04-11 14:00
247,-37.870704,144.983914,2020-04-11 15:56,-136271,521564,2020-04-11 15:00
247,-37.838711,144.94188,2020-04-11 17:25,-136050,521592,2020-04-11 17:00
247,-37.957262,145.052534,2020-04-11 18:55,-136195,521840,2020-04-11 18:00
248,-37.821132,144.964615,2020-04-11 9:04,-136091,521898,2020-04-11 9:00
248,-37.885982,145.082342,2020-04-11 11:08,-136190,521904,2020-04-11 11:00
248,-37.829811,144.973556,2020-04-11 13:12,-136647,522189,2020-04-11 13:00
248,-37.852894,144.87908,2020-04-11 15:17,-136157,521872,2020-04-11 15:00
248,-37.838711,144.94188,2020-04-11 17:21,-136228,521737,2020-04-11 17:00
249,-37.821132,144.964615,2020-04-11 7:49,-136106,521845,2020-04-11 7:00
249,-37.807062,144.957074,2020-04-11 8:38,-136168,521963,2020-04-11 8:00
249,-37.829811,144.973556,2020-04-11 9:28,-136091,521898,2020-04-11 9:00
249,-37.807062,144.957074,2020-04-11 10:17,-136091,521898,2020-04-11 10:00
249,-37.838711,144.94188,2020-04-11 11:07,-136230,521782,2020-04-11 11:00
249,-37.830296,144.973453,2020-04-11 11:56,-136118,521773,2020-04-11 11:00
249,-37.885982,145.082342,2020-04-11 12:45,-136140,521974,2020-04-11 12:00
249,-37.798343,144.960716,2020-04-11 13:35,-136022,521826,2020-04-11 13:00
249,-37.838711,144.94188,2020-04-11 14:24,-136118,521773,2020-04-11 14:00
249,-37.846138,144.991808,2020-04-11 15:14,-136075,521858,2020-04-11 15:00
250,-37.840885,144.926946,2020-04-11 9:29,-136118,521773,2020-04-11 9:00
250,-37.830296,144.973453,2020-04-11 11:58,-136106,521845,2020-04-11 11:00
250,-37.838711,144.94188,2020-04-11 14:27,-136271,521564,2020-04-11 14:00
250,-37.823695,144.906504,2020-04-11 16:56,-136222,521791,2020-04-11 16:00
251,-37.791539,144.886764,2020-04-11 9:30,-136057,521635,2020-04-11 9:00
251,-37.842836,144.961897,2020-04-11 12:01,-136075,521858,2020-04-11 12:00
251,-37.870704,144.983914,2020-04-11 14:31,-136106,521845,2020-04-11 14:00
252,-37.870704,144.983914,2020-04-11 9:04,-136022,521826,2020-04-11 9:00
252,-37.793484,144.898659,2020-04-11 11:08,-136225,521772,2020-04-11 11:00
252,-37.823695,144.906504,2020-04-11 13:12,-136220,521790,2020-04-11 13:00
252,-37.829811,144.973556,2020-04-11 15:16,-136132,521925,2020-04-11 15:00
252,-37.957262,145.052534,2020-04-11 17:21,-136091,521898,2020-04-11 17:00
253,-37.846138,144.991808,2020-04-11 8:23,-136106,521845,2020-04-11 8:00
253,-37.841619,144.939541,2020-04-11 9:46,-136123,521942,2020-04-11 9:00
253,-37.852894,144.87908,2020-04-11 11:09,-136022,521826,2020-04-11 11:00
253,-37.829811,144.973556,2020-04-11 12:32,-136091,521898,2020-04-11 12:00
253,-37.831744,144.9558,2020-04-11 13:55,-136225,521772,2020-04-11 13:00
253,-37.816634,144.993007,2020-04-11 15:18,-136057,521635,2020-04-11 15:00
253,-37.783753,144.951833,2020-04-11 16:41,-136188,521904,2020-04-11 16:00
253,-37.811778,144.98404,2020-04-11 18:04,-136140,521974,2020-04-11 18:00
254,-37.821132,144.964615,2020-04-11 8:06,-136091,521898,2020-04-11 8:00
254,-37.803018,144.971759,2020-04-11 9:12,-136230,521782,2020-04-11 9:00
254,-37.814413,144.979425,2020-04-11 10:18,-136271,521564,2020-04-11 10:00
254,-37.824406,144.989831,2020-04-11 11:24,-136050,521592,2020-04-11 11:00
254,-37.798343,144.960716,2020-04-11 12:31,-136514,522444,2020-04-11 12:00
254,-37.814413,144.979425,2020-04-11 13:37,-136324,521916,2020-04-11 13:00
254,-37.816634,144.993007,2020-04-11 14:43,-136168,521963,2020-04-11 14:00
255,-37.816634,144.993007,2020-04-11 7:39,-136390,522296,2020-04-11 7:00
255,-37.839331,144.942019,2020-04-11 8:19,-136075,521858,2020-04-11 8:00
255,-37.814413,144.979425,2020-04-11 8:59,-136057,521635,2020-04-11 8:00
255,-37.807062,144.957074,2020-04-11 9:39,-136390,522296,2020-04-11 9:00
255,-37.824406,144.989831,2020-04-11 10:19,-136271,521564,2020-04-11 10:00
255,-37.841619,144.939541,2020-04-11 10:59,-136208,522015,2020-04-11 10:00
255,-37.829811,144.973556,2020-04-11 11:38,-136230,521782,2020-04-11 11:00
255,-37.810351,144.93698,2020-04-11 12:18,-136118,521773,2020-04-11 12:00
256,-37.823695,144.906504,2020-04-11 9:49,-136091,521898,2020-04-11 9:00
256,-37.793484,144.898659,2020-04-11 12:38,-136050,521592,2020-04-11 12:00
256,-37.824406,144.989831,2020-04-11 15:27,-136132,521925,2020-04-11 15:00
257,-37.920419,145.123584,2020-04-11 7:52,-136647,522189,2020-04-11 7:00
257,-37.842836,144.961897,2020-04-11 8:45,-136168,521963,2020-04-11 8:00
258,-37.814413,144.979425,2020-04-11 9:45,-136195,521840,2020-04-11 9:00
258,-37.824406,144.989831,2020-04-11 12:30,-136647,522189,2020-04-11 12:00
258,-37.840885,144.926946,2020-04-11 15:15,-136324,521916,2020-04-11 15:00
258,-37.842836,144.961897,2020-04-11 18:00,-136188,521904,2020-04-11 18:00
259,-37.803018,144.971759,2020-04-11 8:27,-136235,521862,2020-04-11 8:00
259,-37.846138,144.991808,2020-04-11 9:54,-136247,521970,2020-04-11 9:00
259,-37.816634,144.993007,2020-04-11 11:22,-136324,521916,2020-04-11 11:00
259,-37.803018,144.971759,2020-04-11 12:49,-136247,521970,2020-04-11 12:00
259,-37.841619,144.939541,2020-04-11 14:17,-136106,521845,2020-04-11 14:00
259,-37.829811,144.973556,2020-04-11 15:44,-136188,521904,2020-04-11 15:00
259,-37.783753,144.951833,2020-04-11 17:12,-136168,521963,2020-04-11 17:00
259,-37.870704,144.983914,2020-04-11 18:39,-136168,521963,2020-04-11 18:00
260,-37.783753,144.951833,2020-04-11 10:17,-136195,521840,2020-04-11 10:00
260,-37.842836,144.961897,2020-04-11 13:35,-136222,521791,2020-04-11 13:00
261,-37.821132,144.964615,2020-04-11 8:35,-136075,521858,2020-04-11 8:00
261,-37.831744,144.9558,2020-04-11 10:10,-136247,521970,2020-04-11 10:00
261,-37.823695,144.906504,2020-04-11 11:46,-136022,521826,2020-04-11 11:00
262,-37.842836,144.961897,2020-04-11 10:07,-136168,521963,2020-04-11 10:00
262,-37.840885,144.926946,2020-04-11 13:14,-136091,521898,2020-04-11 13:00
262,-37.842836,144.961897,2020-04-11 16:21,-136123,521942,2020-04-11 16:00
